gemeente;nis;jaar;werkzaamheidsgraad
Zoersel;11055;2009;70,06700797
Zoersel;11055;2010;70,11699166
Zoersel;11055;2011;70,88178173
Zoersel;11055;2012;70,98534173
Zoersel;11055;2013;71,39929255
Zoersel;11055;2014;72,04518104
Zoersel;11055;2015;72,83434566
Zomergem;44080;2003;72,04017047
Zomergem;44080;2004;73,09194759
Zomergem;44080;2005;73,24468904
Zomergem;44080;2006;73,80337221
Zomergem;44080;2007;74,68220438
Zomergem;44080;2008;75,63181197
Zomergem;44080;2009;75,53071388
Zomergem;44080;2010;75,97784621
Zomergem;44080;2011;76,23735606
Zomergem;44080;2012;76,13930357
Zomergem;44080;2013;75,81509759
Zomergem;44080;2014;75,92000004
Zomergem;44080;2015;76,83431447
Zonhoven;71066;2003;68,33408676
Zonhoven;71066;2004;67,69880481
Zonhoven;71066;2005;68,72338677
Zonhoven;71066;2006;69,26640334
Zonhoven;71066;2007;70,22040234
Zonhoven;71066;2008;71,35226024
Zonhoven;71066;2009;71,10042312
Zonhoven;71066;2010;71,18560456
Zonhoven;71066;2011;71,69304856
Zonhoven;71066;2012;71,71109888
Zonhoven;71066;2013;71,49133833
Zonhoven;71066;2014;71,38215705
Zonhoven;71066;2015;71,53794636
Zonnebeke;33037;2003;74,37764099
Zonnebeke;33037;2004;75,36804437
Zonnebeke;33037;2005;74,91557623
Zonnebeke;33037;2006;76,09661427
Zonnebeke;33037;2007;76,80294481
Zonnebeke;33037;2008;78,26203664
Zonnebeke;33037;2009;77,93303948
Zonnebeke;33037;2010;78,55701509
Zonnebeke;33037;2011;78,52052055
Zonnebeke;33037;2012;78,68676463
Zonnebeke;33037;2013;78,81640115
Zonnebeke;33037;2014;79,40105425
Zonnebeke;33037;2015;80,66805054
Zottegem;41081;2003;73,4216299
Zottegem;41081;2004;74,08122335
Zottegem;41081;2005;73,95239019
Zottegem;41081;2006;74,81359264
Zottegem;41081;2007;75,12897942
Zottegem;41081;2008;76,03849237
Zottegem;41081;2009;75,77908161
Zottegem;41081;2010;75,96364707
Zottegem;41081;2011;76,17657272
Zottegem;41081;2012;75,99235703
Zottegem;41081;2013;76,13683575
Zottegem;41081;2014;75,99784844
Zottegem;41081;2015;76,4814967
Zoutleeuw;24130;2003;71,38186151
Zoutleeuw;24130;2004;71,69971052
Zoutleeuw;24130;2005;73,11808699
Zoutleeuw;24130;2006;72,83207895
Zoutleeuw;24130;2007;73,82366308
Zoutleeuw;24130;2008;74,51205433
Zoutleeuw;24130;2009;73,54097416
Zoutleeuw;24130;2010;73,12416602
Zoutleeuw;24130;2011;73,88092823
Zoutleeuw;24130;2012;73,88714889
Zoutleeuw;24130;2013;73,7040045
Zoutleeuw;24130;2014;72,9559927
Zoutleeuw;24130;2015;73,54117974
Zuienkerke;31042;2003;76,62812304
Zuienkerke;31042;2004;76,49694283
Zuienkerke;31042;2005;77,31145112
Zuienkerke;31042;2006;77,3455196
Zuienkerke;31042;2007;77,81128861
Zuienkerke;31042;2008;78,31300118
Zuienkerke;31042;2009;78,46607324
Zuienkerke;31042;2010;78,00114578
Zuienkerke;31042;2011;78,43363076
Zuienkerke;31042;2012;78,48523471
Zuienkerke;31042;2013;77,84760091
Zuienkerke;31042;2014;76,91297929
Zuienkerke;31042;2015;78,10206891
Zulte;44081;2003;75,2595142
Zulte;44081;2004;75,89954633
Zulte;44081;2005;76,08103667
Zulte;44081;2006;76,73882233
Zulte;44081;2007;76,88604032
Zulte;44081;2008;77,99708065
Zulte;44081;2009;77,64709008
Zulte;44081;2010;78,13421281
Zulte;44081;2011;78,33818493
Zulte;44081;2012;78,07565347
Zulte;44081;2013;77,97174781
Zulte;44081;2014;78,66528789
Zulte;44081;2015;78,80898862
Zutendaal;71067;2003;65,04176875
Zutendaal;71067;2004;65,2328451
Zutendaal;71067;2005;64,52224709
Zutendaal;71067;2006;66,10921323
Zutendaal;71067;2007;67,33143189
Zutendaal;71067;2008;68,05879596
Zutendaal;71067;2009;68,05607975
Zutendaal;71067;2010;69,035202
Zutendaal;71067;2011;70,06893549
Zutendaal;71067;2012;70,82683128
Zutendaal;71067;2013;69,98336496
Zutendaal;71067;2014;70,68460399
Zutendaal;71067;2015;69,60848412
Zwalm;45065;2003;74,47955864
Zwalm;45065;2004;74,44833173
Zwalm;45065;2005;75,45089045
Zwalm;45065;2006;75,62044293
Zwalm;45065;2007;75,70362542
Zwalm;45065;2008;76,44068719
Zwalm;45065;2009;76,39514758
Zwalm;45065;2010;76,43174642
Zwalm;45065;2011;77,0901813
Zwalm;45065;2012;76,84957846
Zwalm;45065;2013;77,17849303
Zwalm;45065;2014;76,9633652
Zwalm;45065;2015;77,6580151
Zwevegem;34042;2003;71,0829327
Zwevegem;34042;2004;71,98366602
Zwevegem;34042;2005;72,52890073
Zwevegem;34042;2006;72,95961148
Zwevegem;34042;2007;74,18857767
Zwevegem;34042;2008;75,10086782
Zwevegem;34042;2009;74,74336641
Zwevegem;34042;2010;75,41965957
Zwevegem;34042;2011;75,79888405
Zwevegem;34042;2012;76,1914506
Zwevegem;34042;2013;76,30553428
Zwevegem;34042;2014;76,50789022
Zwevegem;34042;2015;77,00527743
Zwijndrecht;11056;2003;70,22150492
Zwijndrecht;11056;2004;70,27533539
Zwijndrecht;11056;2005;70,94108246
Zwijndrecht;11056;2006;72,0058673
Zwijndrecht;11056;2007;72,46057387
Zwijndrecht;11056;2008;73,17471671
Zwijndrecht;11056;2009;72,4155379
Zwijndrecht;11056;2010;72,6641837
Zwijndrecht;11056;2011;72,38888933
Zwijndrecht;11056;2012;72,62575972
Zwijndrecht;11056;2013;72,32138396
Zwijndrecht;11056;2014;72,13232053
Zwijndrecht;11056;2015;72,42244641
;;;
Geen selecties;;;
