gemeente;nis;jaar;inwoners
Sint-Lievens-Houtem;41063;2013;10026
Sint-Lievens-Houtem;41063;2014;10083
Sint-Lievens-Houtem;41063;2015;10171
Sint-Lievens-Houtem;41063;2016;10152
Sint-Martens-Latem;44064;1997;8246
Sint-Martens-Latem;44064;1998;8380
Sint-Martens-Latem;44064;1999;8349
Sint-Martens-Latem;44064;2000;8314
Sint-Martens-Latem;44064;2001;8372
Sint-Martens-Latem;44064;2002;8372
Sint-Martens-Latem;44064;2003;8350
Sint-Martens-Latem;44064;2004;8332
Sint-Martens-Latem;44064;2005;8276
Sint-Martens-Latem;44064;2006;8280
Sint-Martens-Latem;44064;2007;8256
Sint-Martens-Latem;44064;2008;8251
Sint-Martens-Latem;44064;2009;8228
Sint-Martens-Latem;44064;2010;8326
Sint-Martens-Latem;44064;2011;8378
Sint-Martens-Latem;44064;2012;8378
Sint-Martens-Latem;44064;2013;8417
Sint-Martens-Latem;44064;2014;8439
Sint-Martens-Latem;44064;2015;8494
Sint-Martens-Latem;44064;2016;8517
Sint-Niklaas;46021;1997;68049
Sint-Niklaas;46021;1998;68034
Sint-Niklaas;46021;1999;68119
Sint-Niklaas;46021;2000;68290
Sint-Niklaas;46021;2001;68364
Sint-Niklaas;46021;2002;68473
Sint-Niklaas;46021;2003;68663
Sint-Niklaas;46021;2004;68820
Sint-Niklaas;46021;2005;69082
Sint-Niklaas;46021;2006;69725
Sint-Niklaas;46021;2007;70016
Sint-Niklaas;46021;2008;70450
Sint-Niklaas;46021;2009;71062
Sint-Niklaas;46021;2010;71806
Sint-Niklaas;46021;2011;72366
Sint-Niklaas;46021;2012;72883
Sint-Niklaas;46021;2013;73280
Sint-Niklaas;46021;2014;73716
Sint-Niklaas;46021;2015;74289
Sint-Niklaas;46021;2016;75208
Sint-Pieters-Leeuw;23077;1997;29800
Sint-Pieters-Leeuw;23077;1998;29821
Sint-Pieters-Leeuw;23077;1999;29849
Sint-Pieters-Leeuw;23077;2000;30013
Sint-Pieters-Leeuw;23077;2001;30054
Sint-Pieters-Leeuw;23077;2002;30186
Sint-Pieters-Leeuw;23077;2003;30277
Sint-Pieters-Leeuw;23077;2004;30485
Sint-Pieters-Leeuw;23077;2005;30637
Sint-Pieters-Leeuw;23077;2006;30846
Sint-Pieters-Leeuw;23077;2007;30929
Sint-Pieters-Leeuw;23077;2008;31119
Sint-Pieters-Leeuw;23077;2009;31352
Sint-Pieters-Leeuw;23077;2010;31572
Sint-Pieters-Leeuw;23077;2011;31868
Sint-Pieters-Leeuw;23077;2012;32246
Sint-Pieters-Leeuw;23077;2013;32677
Sint-Pieters-Leeuw;23077;2014;32933
Sint-Pieters-Leeuw;23077;2015;33270
Sint-Pieters-Leeuw;23077;2016;33512
Sint-Pieters-Woluwe;21019;2000;37922
Sint-Pieters-Woluwe;21019;2001;37791
Sint-Pieters-Woluwe;21019;2002;37761
Sint-Pieters-Woluwe;21019;2003;37740
Sint-Pieters-Woluwe;21019;2004;37742
Sint-Pieters-Woluwe;21019;2005;37920
Sint-Pieters-Woluwe;21019;2006;38232
Sint-Pieters-Woluwe;21019;2007;38554
Sint-Pieters-Woluwe;21019;2008;38651
Sint-Pieters-Woluwe;21019;2009;38957
Sint-Pieters-Woluwe;21019;2010;39077
Sint-Pieters-Woluwe;21019;2011;39494
Sint-Pieters-Woluwe;21019;2012;40037
Sint-Pieters-Woluwe;21019;2013;40535
Sint-Pieters-Woluwe;21019;2014;40841
Sint-Truiden;71053;1997;37318
Sint-Truiden;71053;1998;37294
Sint-Truiden;71053;1999;37134
Sint-Truiden;71053;2000;37147
Sint-Truiden;71053;2001;37079
Sint-Truiden;71053;2002;37314
Sint-Truiden;71053;2003;37501
Sint-Truiden;71053;2004;37722
Sint-Truiden;71053;2005;37989
Sint-Truiden;71053;2006;38247
Sint-Truiden;71053;2007;38427
Sint-Truiden;71053;2008;38828
Sint-Truiden;71053;2009;39117
Sint-Truiden;71053;2010;39309
Sint-Truiden;71053;2011;39579
Sint-Truiden;71053;2012;39747
Sint-Truiden;71053;2013;39769
Sint-Truiden;71053;2014;39840
Sint-Truiden;71053;2015;39957
Sint-Truiden;71053;2016;40158
Spiere-Helkijn;34043;1997;1881
Spiere-Helkijn;34043;1998;1863
Spiere-Helkijn;34043;1999;1854
Spiere-Helkijn;34043;2000;1858
Spiere-Helkijn;34043;2001;1873
Spiere-Helkijn;34043;2002;1919
Spiere-Helkijn;34043;2003;1969
Spiere-Helkijn;34043;2004;1999
Spiere-Helkijn;34043;2005;2040
Spiere-Helkijn;34043;2006;2030
Spiere-Helkijn;34043;2007;2047
Spiere-Helkijn;34043;2008;2050
Spiere-Helkijn;34043;2009;2105
Spiere-Helkijn;34043;2010;2110
Spiere-Helkijn;34043;2011;2126
Spiere-Helkijn;34043;2012;2110
Spiere-Helkijn;34043;2013;2126
Spiere-Helkijn;34043;2014;2120
Spiere-Helkijn;34043;2015;2155
Spiere-Helkijn;34043;2016;2133
Stabroek;11044;1997;16828
Stabroek;11044;1998;16935
Stabroek;11044;1999;17053
Stabroek;11044;2000;17143
Stabroek;11044;2001;17253
Stabroek;11044;2002;17318
Stabroek;11044;2003;17312
Stabroek;11044;2004;17389
Stabroek;11044;2005;17433
Stabroek;11044;2006;17589
Stabroek;11044;2007;17627
Stabroek;11044;2008;17737
Stabroek;11044;2009;17833
Stabroek;11044;2010;17966
Stabroek;11044;2011;17961
Stabroek;11044;2012;18028
Stabroek;11044;2013;18140
Stabroek;11044;2014;18304
Stabroek;11044;2015;18407
Stabroek;11044;2016;18515
Staden;36019;1997;10921
Staden;36019;1998;10966
Staden;36019;1999;11021
Staden;36019;2000;10986
Staden;36019;2001;10969
Staden;36019;2002;10930
Staden;36019;2003;10883
Staden;36019;2004;10885
Staden;36019;2005;10912
Staden;36019;2006;10969
Staden;36019;2007;10995
Staden;36019;2008;11040
Staden;36019;2009;11057
Staden;36019;2010;11053
Staden;36019;2011;10979
Staden;36019;2012;10951
Staden;36019;2013;10949
Staden;36019;2014;11068
Staden;36019;2015;11193
Staden;36019;2016;11173
Steenokkerzeel;23081;1997;10184
Steenokkerzeel;23081;1998;10273
Steenokkerzeel;23081;1999;10411
Steenokkerzeel;23081;2000;10419
Steenokkerzeel;23081;2001;10535
Steenokkerzeel;23081;2002;10534
Steenokkerzeel;23081;2003;10546
Steenokkerzeel;23081;2004;10664
Steenokkerzeel;23081;2005;10643
Steenokkerzeel;23081;2006;10835
Steenokkerzeel;23081;2007;10988
Steenokkerzeel;23081;2008;11201
Steenokkerzeel;23081;2009;11353
Steenokkerzeel;23081;2010;11435
Steenokkerzeel;23081;2011;11589
Steenokkerzeel;23081;2012;11640
Steenokkerzeel;23081;2013;11616
Steenokkerzeel;23081;2014;11744
Steenokkerzeel;23081;2015;11859
Steenokkerzeel;23081;2016;11924
Stekene;46024;1997;16719
Stekene;46024;1998;16701
Stekene;46024;1999;16580
Stekene;46024;2000;16532
Stekene;46024;2001;16605
Stekene;46024;2002;16688
Stekene;46024;2003;16791
Stekene;46024;2004;16809
Stekene;46024;2005;16823
Stekene;46024;2006;16856
Stekene;46024;2007;17040
Stekene;46024;2008;17096
Stekene;46024;2009;17294
Stekene;46024;2010;17350
Stekene;46024;2011;17439
Stekene;46024;2012;17487
Stekene;46024;2013;17575
Stekene;46024;2014;17635
Stekene;46024;2015;17782
Stekene;46024;2016;17888
Temse;46025;1997;25109
Temse;46025;1998;25278
Temse;46025;1999;25409
Temse;46025;2000;25533
Temse;46025;2001;25782
Temse;46025;2002;25937
Temse;46025;2003;25980
Temse;46025;2004;26122
Temse;46025;2005;26250
Temse;46025;2006;26287
Temse;46025;2007;26667
Temse;46025;2008;27285
Temse;46025;2009;27748
Temse;46025;2010;28147
Temse;46025;2011;28502
Temse;46025;2012;28889
Temse;46025;2013;29012
Temse;46025;2014;29073
Temse;46025;2015;29182
Temse;46025;2016;29194
Ternat;23086;1997;14193
Ternat;23086;1998;14266
Ternat;23086;1999;14293
Ternat;23086;2000;14418
Ternat;23086;2001;14496
Ternat;23086;2002;14482
Ternat;23086;2003;14513
Ternat;23086;2004;14574
Ternat;23086;2005;14597
Ternat;23086;2006;14625
Ternat;23086;2007;14765
Ternat;23086;2008;14781
Ternat;23086;2009;14964
Ternat;23086;2010;15006
Ternat;23086;2011;15071
Ternat;23086;2012;15142
Ternat;23086;2013;15318
Ternat;23086;2014;15319
Ternat;23086;2015;15335
Ternat;23086;2016;15286
Tervuren;24104;1997;20159
Tervuren;24104;1998;20150
Tervuren;24104;1999;20130
Tervuren;24104;2000;20181
Tervuren;24104;2001;20231
Tervuren;24104;2002;20167
Tervuren;24104;2003;20322
Tervuren;24104;2004;20490
Tervuren;24104;2005;20575
Tervuren;24104;2006;20636
Tervuren;24104;2007;20816
Tervuren;24104;2008;20969
Tervuren;24104;2009;21166
Tervuren;24104;2010;21165
Tervuren;24104;2011;21214
Tervuren;24104;2012;21236
Tervuren;24104;2013;21263
Tervuren;24104;2014;21321
Tervuren;24104;2015;21461
Tervuren;24104;2016;21572
Tessenderlo;71057;1997;15201
Tessenderlo;71057;1998;15352
Tessenderlo;71057;1999;15512
Tessenderlo;71057;2000;15819
Tessenderlo;71057;2001;16009
Tessenderlo;71057;2002;16206
Tessenderlo;71057;2003;16331
Tessenderlo;71057;2004;16428
Tessenderlo;71057;2005;16648
Tessenderlo;71057;2006;16811
Tessenderlo;71057;2007;16999
Tessenderlo;71057;2008;17228
Tessenderlo;71057;2009;17458
Tessenderlo;71057;2010;17685
Tessenderlo;71057;2011;17942
Tessenderlo;71057;2012;18107
Tessenderlo;71057;2013;18242
Tessenderlo;71057;2014;18205
Tessenderlo;71057;2015;18334
Tessenderlo;71057;2016;18403
Tielt;37015;1997;19365
Tielt;37015;1998;19240
Tielt;37015;1999;19241
Tielt;37015;2000;19208
Tielt;37015;2001;19115
Tielt;37015;2002;19177
Tielt;37015;2003;19221
Tielt;37015;2004;19229
Tielt;37015;2005;19234
Tielt;37015;2006;19269
Tielt;37015;2007;19357
Tielt;37015;2008;19474
Tielt;37015;2009;19536
Tielt;37015;2010;19647
Tielt;37015;2011;19714
Tielt;37015;2012;19922
Tielt;37015;2013;19974
Tielt;37015;2014;19968
Tielt;37015;2015;20070
Tielt;37015;2016;20159
Tielt-Winge;24135;1997;9752
Tielt-Winge;24135;1998;9773
Tielt-Winge;24135;1999;9840
Tielt-Winge;24135;2000;9814
Tielt-Winge;24135;2001;9877
Tielt-Winge;24135;2002;9894
Tielt-Winge;24135;2003;9898
Tielt-Winge;24135;2004;9877
Tielt-Winge;24135;2005;9931
Tielt-Winge;24135;2006;10009
Tielt-Winge;24135;2007;10103
Tielt-Winge;24135;2008;10219
Tielt-Winge;24135;2009;10341
Tielt-Winge;24135;2010;10391
Tielt-Winge;24135;2011;10424
Tielt-Winge;24135;2012;10539
Tielt-Winge;24135;2013;10581
Tielt-Winge;24135;2014;10659
Tielt-Winge;24135;2015;10643
Tielt-Winge;24135;2016;10674
Tienen;24107;1997;31662
Tienen;24107;1998;31488
Tienen;24107;1999;31481
Tienen;24107;2000;31479
Tienen;24107;2001;31501
Tienen;24107;2002;31423
Tienen;24107;2003;31534
Tienen;24107;2004;31782
Tienen;24107;2005;31746
Tienen;24107;2006;31835
Tienen;24107;2007;32083
Tienen;24107;2008;32207
Tienen;24107;2009;32339
Tienen;24107;2010;32552
Tienen;24107;2011;32703
Tienen;24107;2012;32987
Tienen;24107;2013;33233
Tienen;24107;2014;33511
Tienen;24107;2015;33950
Tienen;24107;2016;34185
Tongeren;73083;1997;29864
Tongeren;73083;1998;29803
Tongeren;73083;1999;29798
Tongeren;73083;2000;29723
Tongeren;73083;2001;29598
Tongeren;73083;2002;29621
Tongeren;73083;2003;29690
Tongeren;73083;2004;29531
Tongeren;73083;2005;29635
Tongeren;73083;2006;29687
Tongeren;73083;2007;29806
Tongeren;73083;2008;29859
Tongeren;73083;2009;29938
Tongeren;73083;2010;30042
Tongeren;73083;2011;30301
Tongeren;73083;2012;30557
Tongeren;73083;2013;30631
Tongeren;73083;2014;30655
Tongeren;73083;2015;30677
Tongeren;73083;2016;30720
Torhout;31033;1997;18692
Torhout;31033;1998;18743
Torhout;31033;1999;18822
Torhout;31033;2000;18838
Torhout;31033;2001;18800
Torhout;31033;2002;18790
Torhout;31033;2003;18841
Torhout;31033;2004;18981
Torhout;31033;2005;19181
Torhout;31033;2006;19453
Torhout;31033;2007;19539
Torhout;31033;2008;19755
Torhout;31033;2009;19762
Torhout;31033;2010;19885
Torhout;31033;2011;19974
Torhout;31033;2012;20149
Torhout;31033;2013;20284
Torhout;31033;2014;20395
Torhout;31033;2015;20343
Torhout;31033;2016;20486
Tremelo;24109;1997;12844
Tremelo;24109;1998;13050
Tremelo;24109;1999;13132
Tremelo;24109;2000;13339
Tremelo;24109;2001;13453
Tremelo;24109;2002;13538
Tremelo;24109;2003;13601
Tremelo;24109;2004;13617
Tremelo;24109;2005;13650
Tremelo;24109;2006;13725
Tremelo;24109;2007;13904
Tremelo;24109;2008;14050
Tremelo;24109;2009;14284
Tremelo;24109;2010;14367
Tremelo;24109;2011;14576
Tremelo;24109;2012;14679
Tremelo;24109;2013;14778
Tremelo;24109;2014;14776
Tremelo;24109;2015;14751
Tremelo;24109;2016;14733
Turnhout;13040;1997;38301
Turnhout;13040;1998;38412
Turnhout;13040;1999;38518
Turnhout;13040;2000;38596
Turnhout;13040;2001;38714
Turnhout;13040;2002;39017
Turnhout;13040;2003;39235
Turnhout;13040;2004;39455
Turnhout;13040;2005;39561
Turnhout;13040;2006;39791
Turnhout;13040;2007;39863
Turnhout;13040;2008;40070
Turnhout;13040;2009;40441
Turnhout;13040;2010;40763
Turnhout;13040;2011;41266
Turnhout;13040;2012;41572
Turnhout;13040;2013;42008
Turnhout;13040;2014;42281
Turnhout;13040;2015;42637
Turnhout;13040;2016;42965
Ukkel;21016;2000;74221
Ukkel;21016;2001;74668
Ukkel;21016;2002;74952
Ukkel;21016;2003;75433
Ukkel;21016;2004;75122
Ukkel;21016;2005;74976
Ukkel;21016;2006;75954
Ukkel;21016;2007;76576
Ukkel;21016;2008;76732
Ukkel;21016;2009;77336
Ukkel;21016;2010;77589
Ukkel;21016;2011;78288
Ukkel;21016;2012;79610
Ukkel;21016;2013;80487
Ukkel;21016;2014;81089
Veurne;38025;1997;11607
Veurne;38025;1998;11693
Veurne;38025;1999;11764
Veurne;38025;2000;11854
Veurne;38025;2001;11766
Veurne;38025;2002;11794
Veurne;38025;2003;11859
Veurne;38025;2004;11873
Veurne;38025;2005;11856
Veurne;38025;2006;11843
Veurne;38025;2007;11832
Veurne;38025;2008;11748
Veurne;38025;2009;11742
Veurne;38025;2010;11666
Veurne;38025;2011;11544
Veurne;38025;2012;11516
Veurne;38025;2013;11363
Veurne;38025;2014;11396
Veurne;38025;2015;11498
Veurne;38025;2016;11674
Vilvoorde;23088;1997;33806
Vilvoorde;23088;1998;34130
Vilvoorde;23088;1999;34538
Vilvoorde;23088;2000;34982
Vilvoorde;23088;2001;35141
Vilvoorde;23088;2002;35567
Vilvoorde;23088;2003;36033
Vilvoorde;23088;2004;36466
Vilvoorde;23088;2005;36956
Vilvoorde;23088;2006;37324
Vilvoorde;23088;2007;37964
Vilvoorde;23088;2008;38557
Vilvoorde;23088;2009;39097
Vilvoorde;23088;2010;39628
Vilvoorde;23088;2011;40493
Vilvoorde;23088;2012;41005
Vilvoorde;23088;2013;41432
Vilvoorde;23088;2014;41843
Vilvoorde;23088;2015;42418
Vilvoorde;23088;2016;43017
Vleteren;33041;1997;3592
Vleteren;33041;1998;3610
Vleteren;33041;1999;3597
Vleteren;33041;2000;3593
Vleteren;33041;2001;3608
Vleteren;33041;2002;3605
Vleteren;33041;2003;3588
Vleteren;33041;2004;3598
Vleteren;33041;2005;3621
Vleteren;33041;2006;3636
Vleteren;33041;2007;3640
Vleteren;33041;2008;3672
Vleteren;33041;2009;3663
Vleteren;33041;2010;3676
Vleteren;33041;2011;3714
Vleteren;33041;2012;3712
Vleteren;33041;2013;3674
Vleteren;33041;2014;3668
Vleteren;33041;2015;3623
Vleteren;33041;2016;3673
Voeren;73109;1997;4307
Voeren;73109;1998;4318
Voeren;73109;1999;4297
Voeren;73109;2000;4315
Voeren;73109;2001;4327
Voeren;73109;2002;4328
Voeren;73109;2003;4297
Voeren;73109;2004;4311
Voeren;73109;2005;4238
Voeren;73109;2006;4263
Voeren;73109;2007;4261
Voeren;73109;2008;4207
Voeren;73109;2009;4220
Voeren;73109;2010;4194
Voeren;73109;2011;4181
Voeren;73109;2012;4157
Voeren;73109;2013;4121
Voeren;73109;2014;4120
Voeren;73109;2015;4080
Voeren;73109;2016;4099
Vorselaar;13044;1997;7284
Vorselaar;13044;1998;7360
Vorselaar;13044;1999;7353
Vorselaar;13044;2000;7353
Vorselaar;13044;2001;7352
Vorselaar;13044;2002;7344
Vorselaar;13044;2003;7309
Vorselaar;13044;2004;7323
Vorselaar;13044;2005;7282
Vorselaar;13044;2006;7359
Vorselaar;13044;2007;7419
Vorselaar;13044;2008;7399
Vorselaar;13044;2009;7466
Vorselaar;13044;2010;7526
Vorselaar;13044;2011;7559
Vorselaar;13044;2012;7640
Vorselaar;13044;2013;7702
Vorselaar;13044;2014;7689
Vorselaar;13044;2015;7773
Vorselaar;13044;2016;7777
Vorst;21007;2000;45555
Vorst;21007;2001;46048
Vorst;21007;2002;46812
Vorst;21007;2003;47313
Vorst;21007;2004;47426
Vorst;21007;2005;47555
Vorst;21007;2006;47719
Vorst;21007;2007;48284
Vorst;21007;2008;48906
Vorst;21007;2009;49757
Vorst;21007;2010;50258
Vorst;21007;2011;51838
Vorst;21007;2012;53312
Vorst;21007;2013;54024
Vorst;21007;2014;54524
Vosselaar;13046;1997;9816
Vosselaar;13046;1998;9895
Vosselaar;13046;1999;9892
Vosselaar;13046;2000;10015
Vosselaar;13046;2001;9972
Vosselaar;13046;2002;9969
Vosselaar;13046;2003;10086
Vosselaar;13046;2004;10117
Vosselaar;13046;2005;10158
Vosselaar;13046;2006;10142
Vosselaar;13046;2007;10212
Vosselaar;13046;2008;10250
Vosselaar;13046;2009;10245
Vosselaar;13046;2010;10300
Vosselaar;13046;2011;10475
Vosselaar;13046;2012;10700
Vosselaar;13046;2013;10704
Vosselaar;13046;2014;10747
Vosselaar;13046;2015;10961
Vosselaar;13046;2016;10935
Waarschoot;44072;1997;8037
Waarschoot;44072;1998;8058
Waarschoot;44072;1999;8062
Waarschoot;44072;2000;8000
Waarschoot;44072;2001;7942
Waarschoot;44072;2002;7936
Waarschoot;44072;2003;7878
Waarschoot;44072;2004;7863
Waarschoot;44072;2005;7892
Waarschoot;44072;2006;7805
Waarschoot;44072;2007;7756
Waarschoot;44072;2008;7776
Waarschoot;44072;2009;7877
Waarschoot;44072;2010;7895
Waarschoot;44072;2011;7926
Waarschoot;44072;2012;7980
Waarschoot;44072;2013;7943
Waarschoot;44072;2014;7870
Waarschoot;44072;2015;7871
Waarschoot;44072;2016;7886
Waasmunster;42023;1997;10005
Waasmunster;42023;1998;10118
Waasmunster;42023;1999;10150
Waasmunster;42023;2000;10237
Waasmunster;42023;2001;10319
Waasmunster;42023;2002;10411
Waasmunster;42023;2003;10429
Waasmunster;42023;2004;10440
Waasmunster;42023;2005;10370
Waasmunster;42023;2006;10302
Waasmunster;42023;2007;10329
Waasmunster;42023;2008;10312
Waasmunster;42023;2009;10303
Waasmunster;42023;2010;10415
Waasmunster;42023;2011;10499
Waasmunster;42023;2012;10558
Waasmunster;42023;2013;10590
Waasmunster;42023;2014;10641
Waasmunster;42023;2015;10675
Waasmunster;42023;2016;10736
Wachtebeke;44073;1997;6847
Wachtebeke;44073;1998;6834
Wachtebeke;44073;1999;6811
Wachtebeke;44073;2000;6809
Wachtebeke;44073;2001;6785
Wachtebeke;44073;2002;6836
Wachtebeke;44073;2003;6862
Wachtebeke;44073;2004;6815
Wachtebeke;44073;2005;6852
Wachtebeke;44073;2006;6881
Wachtebeke;44073;2007;6875
Wachtebeke;44073;2008;7026
Wachtebeke;44073;2009;7026
Wachtebeke;44073;2010;7068
Wachtebeke;44073;2011;7212
Wachtebeke;44073;2012;7282
Wachtebeke;44073;2013;7295
Wachtebeke;44073;2014;7340
Wachtebeke;44073;2015;7450
Wachtebeke;44073;2016;7588
Waregem;34040;1997;35750
Waregem;34040;1998;35714
Waregem;34040;1999;35830
Waregem;34040;2000;35839
Waregem;34040;2001;35842
Waregem;34040;2002;35954
Waregem;34040;2003;35940
Waregem;34040;2004;35977
Waregem;34040;2005;35919
Waregem;34040;2006;35852
Waregem;34040;2007;35831
Waregem;34040;2008;35963
Waregem;34040;2009;36190
Waregem;34040;2010;36306
Waregem;34040;2011;36593
Waregem;34040;2012;36751
Waregem;34040;2013;36960
Waregem;34040;2014;37155
Waregem;34040;2015;37341
Waregem;34040;2016;37606
Watermaal-Bosvoorde;21017;2000;24773
Watermaal-Bosvoorde;21017;2001;24609
Watermaal-Bosvoorde;21017;2002;24652
Watermaal-Bosvoorde;21017;2003;24420
Watermaal-Bosvoorde;21017;2004;24298
Watermaal-Bosvoorde;21017;2005;24314
Watermaal-Bosvoorde;21017;2006;24056
Watermaal-Bosvoorde;21017;2007;24121
Watermaal-Bosvoorde;21017;2008;24134
Watermaal-Bosvoorde;21017;2009;24166
Watermaal-Bosvoorde;21017;2010;24260
Watermaal-Bosvoorde;21017;2011;24249
Watermaal-Bosvoorde;21017;2012;24303
Watermaal-Bosvoorde;21017;2013;24467
Watermaal-Bosvoorde;21017;2014;24408
Wellen;73098;1997;6585
Wellen;73098;1998;6629
Wellen;73098;1999;6671
Wellen;73098;2000;6725
Wellen;73098;2001;6751
Wellen;73098;2002;6768
Wellen;73098;2003;6781
Wellen;73098;2004;6785
Wellen;73098;2005;6835
Wellen;73098;2006;6930
Wellen;73098;2007;6998
Wellen;73098;2008;7102
Wellen;73098;2009;7265
Wellen;73098;2010;7356
Wellen;73098;2011;7383
Wellen;73098;2012;7405
Wellen;73098;2013;7371
Wellen;73098;2014;7415
Wellen;73098;2015;7423
Wellen;73098;2016;7374
Wemmel;23102;1997;13773
Wemmel;23102;1998;13824
Wemmel;23102;1999;13872
Wemmel;23102;2000;13932
Wemmel;23102;2001;14066
Wemmel;23102;2002;14256
Wemmel;23102;2003;14308
Wemmel;23102;2004;14499
Wemmel;23102;2005;14645
Wemmel;23102;2006;14774
Wemmel;23102;2007;14996
Wemmel;23102;2008;14916
Wemmel;23102;2009;15026
Wemmel;23102;2010;15156
Wemmel;23102;2011;15288
Wemmel;23102;2012;15341
Wemmel;23102;2013;15507
Wemmel;23102;2014;15586
Wemmel;23102;2015;15721
Wemmel;23102;2016;16059
Wervik;33029;1997;17841
Wervik;33029;1998;17804
Wervik;33029;1999;17859
Wervik;33029;2000;17796
Wervik;33029;2001;17744
Wervik;33029;2002;17617
Wervik;33029;2003;17526
Wervik;33029;2004;17466
Wervik;33029;2005;17609
Wervik;33029;2006;17607
Wervik;33029;2007;17690
Wervik;33029;2008;17775
Wervik;33029;2009;18022
Wervik;33029;2010;18134
Wervik;33029;2011;18264
Wervik;33029;2012;18374
Wervik;33029;2013;18398
Wervik;33029;2014;18435
Wervik;33029;2015;18426
Wervik;33029;2016;18529
Westerlo;13049;1997;21602
Westerlo;13049;1998;21691
Westerlo;13049;1999;21799
Westerlo;13049;2000;21960
Westerlo;13049;2001;22024
Westerlo;13049;2002;22202
Westerlo;13049;2003;22331
Westerlo;13049;2004;22502
Westerlo;13049;2005;22685
Westerlo;13049;2006;22896
Westerlo;13049;2007;23230
Westerlo;13049;2008;23433
Westerlo;13049;2009;23669
Westerlo;13049;2010;23896
Westerlo;13049;2011;24200
Westerlo;13049;2012;24379
Westerlo;13049;2013;24497
Westerlo;13049;2014;24494
Westerlo;13049;2015;24594
Westerlo;13049;2016;24705
Wetteren;42025;1997;22751
Wetteren;42025;1998;22738
Wetteren;42025;1999;22778
Wetteren;42025;2000;22795
Wetteren;42025;2001;22765
Wetteren;42025;2002;22818
Wetteren;42025;2003;22859
Wetteren;42025;2004;22989
Wetteren;42025;2005;23054
Wetteren;42025;2006;23209
Wetteren;42025;2007;23304
Wetteren;42025;2008;23414
Wetteren;42025;2009;23412
Wetteren;42025;2010;23551
Wetteren;42025;2011;23819
Wetteren;42025;2012;24130
Wetteren;42025;2013;24298
Wetteren;42025;2014;24635
Wetteren;42025;2015;24755
Wetteren;42025;2016;24818
Wevelgem;34041;1997;31105
Wevelgem;34041;1998;31192
Wevelgem;34041;1999;31270
Wevelgem;34041;2000;31374
Wevelgem;34041;2001;31357
Wevelgem;34041;2002;31276
Wevelgem;34041;2003;31172
Wevelgem;34041;2004;31084
Wevelgem;34041;2005;31059
Wevelgem;34041;2006;31020
Wevelgem;34041;2007;30926
Wevelgem;34041;2008;30930
Wevelgem;34041;2009;30990
Wevelgem;34041;2010;30975
Wevelgem;34041;2011;31066
Wevelgem;34041;2012;31076
Wevelgem;34041;2013;31100
Wevelgem;34041;2014;31063
Wevelgem;34041;2015;31307
Wevelgem;34041;2016;31291
Wezembeek-Oppem;23103;1997;13680
Wezembeek-Oppem;23103;1998;13674
Wezembeek-Oppem;23103;1999;13571
Wezembeek-Oppem;23103;2000;13622
Wezembeek-Oppem;23103;2001;13689
Wezembeek-Oppem;23103;2002;13644
Wezembeek-Oppem;23103;2003;13510
Wezembeek-Oppem;23103;2004;13469
Wezembeek-Oppem;23103;2005;13475
Wezembeek-Oppem;23103;2006;13504
Wezembeek-Oppem;23103;2007;13496
Wezembeek-Oppem;23103;2008;13534
Wezembeek-Oppem;23103;2009;13637
Wezembeek-Oppem;23103;2010;13682
Wezembeek-Oppem;23103;2011;13705
Wezembeek-Oppem;23103;2012;13830
Wezembeek-Oppem;23103;2013;13924
Wezembeek-Oppem;23103;2014;13894
Wezembeek-Oppem;23103;2015;14032
Wezembeek-Oppem;23103;2016;14095
Wichelen;42026;1997;10905
Wichelen;42026;1998;10954
Wichelen;42026;1999;10899
Wichelen;42026;2000;10961
Wichelen;42026;2001;11040
Wichelen;42026;2002;11045
Wichelen;42026;2003;11036
Wichelen;42026;2004;11043
Wichelen;42026;2005;11137
Wichelen;42026;2006;11145
Wichelen;42026;2007;11099
Wichelen;42026;2008;11063
Wichelen;42026;2009;11144
Wichelen;42026;2010;11242
Wichelen;42026;2011;11284
Wichelen;42026;2012;11374
Wichelen;42026;2013;11450
Wichelen;42026;2014;11442
Wichelen;42026;2015;11509
Wichelen;42026;2016;11501
Wielsbeke;37017;1997;8644
Wielsbeke;37017;1998;8801
Wielsbeke;37017;1999;8815
Wielsbeke;37017;2000;8911
Wielsbeke;37017;2001;8936
Wielsbeke;37017;2002;8977
Wielsbeke;37017;2003;8928
Wielsbeke;37017;2004;8898
Wielsbeke;37017;2005;8840
Wielsbeke;37017;2006;8906
Wielsbeke;37017;2007;9002
Wielsbeke;37017;2008;9093
Wielsbeke;37017;2009;9120
Wielsbeke;37017;2010;9152
Wielsbeke;37017;2011;9177
Wielsbeke;37017;2012;9188
Wielsbeke;37017;2013;9201
Wielsbeke;37017;2014;9367
Wielsbeke;37017;2015;9440
Wielsbeke;37017;2016;9525
Wijnegem;11050;1997;8572
Wijnegem;11050;1998;8580
Wijnegem;11050;1999;8561
Wijnegem;11050;2000;8660
Wijnegem;11050;2001;8665
Wijnegem;11050;2002;8717
Wijnegem;11050;2003;8790
Wijnegem;11050;2004;8767
Wijnegem;11050;2005;8836
Wijnegem;11050;2006;8816
Wijnegem;11050;2007;8890
Wijnegem;11050;2008;8886
Wijnegem;11050;2009;8972
Wijnegem;11050;2010;8984
Wijnegem;11050;2011;9039
Wijnegem;11050;2012;9041
