gemeente;nis;jaar;inwoners
Aalst;41002;1997;76197
Aalst;41002;1998;76291
Aalst;41002;1999;76223
Aalst;41002;2000;76313
Aalst;41002;2001;76470
Aalst;41002;2002;76382
Aalst;41002;2003;76779
Aalst;41002;2004;76852
Aalst;41002;2005;77007
Aalst;41002;2006;77360
Aalst;41002;2007;77790
Aalst;41002;2008;78271
Aalst;41002;2009;79052
Aalst;41002;2010;80043
Aalst;41002;2011;81062
Aalst;41002;2012;81853
Aalst;41002;2013;82587
Aalst;41002;2014;83347
Aalst;41002;2015;83709
Aalst;41002;2016;84329
Aalter;44001;1997;17778
Aalter;44001;1998;18096
Aalter;44001;1999;18331
Aalter;44001;2000;18509
Aalter;44001;2001;18543
Aalter;44001;2002;18607
Aalter;44001;2003;18675
Aalter;44001;2004;18672
Aalter;44001;2005;18696
Aalter;44001;2006;18841
Aalter;44001;2007;18887
Aalter;44001;2008;19028
Aalter;44001;2009;19260
Aalter;44001;2010;19501
Aalter;44001;2011;19719
Aalter;44001;2012;19860
Aalter;44001;2013;19966
Aalter;44001;2014;19987
Aalter;44001;2015;20073
Aalter;44001;2016;20218
Aarschot;24001;1997;27266
Aarschot;24001;1998;27304
Aarschot;24001;1999;27439
Aarschot;24001;2000;27495
Aarschot;24001;2001;27551
Aarschot;24001;2002;27663
Aarschot;24001;2003;27664
Aarschot;24001;2004;27701
Aarschot;24001;2005;27831
Aarschot;24001;2006;27864
Aarschot;24001;2007;28021
Aarschot;24001;2008;28129
Aarschot;24001;2009;28223
Aarschot;24001;2010;28405
Aarschot;24001;2011;28636
Aarschot;24001;2012;28755
Aarschot;24001;2013;28969
Aarschot;24001;2014;29074
Aarschot;24001;2015;29288
Aarschot;24001;2016;29529
Aartselaar;11001;1997;14380
Aartselaar;11001;1998;14270
Aartselaar;11001;1999;14393
Aartselaar;11001;2000;14438
Aartselaar;11001;2001;14440
Aartselaar;11001;2002;14378
Aartselaar;11001;2003;14317
Aartselaar;11001;2004;14237
Aartselaar;11001;2005;14272
Aartselaar;11001;2006;14375
Aartselaar;11001;2007;14325
Aartselaar;11001;2008;14267
Aartselaar;11001;2009;14265
Aartselaar;11001;2010;14290
Aartselaar;11001;2011;14311
Aartselaar;11001;2012;14281
Aartselaar;11001;2013;14226
Aartselaar;11001;2014;14207
Aartselaar;11001;2015;14157
Aartselaar;11001;2016;14262
Affligem;23105;1997;11742
Affligem;23105;1998;11723
Affligem;23105;1999;11741
Affligem;23105;2000;11651
Affligem;23105;2001;11658
Affligem;23105;2002;11744
Affligem;23105;2003;11667
Affligem;23105;2004;11684
Affligem;23105;2005;11825
Affligem;23105;2006;11956
Affligem;23105;2007;12169
Affligem;23105;2008;12229
Affligem;23105;2009;12347
Affligem;23105;2010;12397
Affligem;23105;2011;12461
Affligem;23105;2012;12615
Affligem;23105;2013;12851
Affligem;23105;2014;12953
Affligem;23105;2015;13016
Affligem;23105;2016;13079
Alken;73001;1997;10709
Alken;73001;1998;10824
Alken;73001;1999;10882
Alken;73001;2000;10900
Alken;73001;2001;10938
Alken;73001;2002;10975
Alken;73001;2003;10962
Alken;73001;2004;11036
Alken;73001;2005;11034
Alken;73001;2006;11048
Alken;73001;2007;11090
Alken;73001;2008;11153
Alken;73001;2009;11173
Alken;73001;2010;11242
Alken;73001;2011;11277
Alken;73001;2012;11315
Alken;73001;2013;11338
Alken;73001;2014;11398
Alken;73001;2015;11421
Alken;73001;2016;11456
Alveringem;38002;1997;4744
Alveringem;38002;1998;4716
Alveringem;38002;1999;4735
Alveringem;38002;2000;4805
Alveringem;38002;2001;4821
Alveringem;38002;2002;4865
Alveringem;38002;2003;4881
Alveringem;38002;2004;4872
Alveringem;38002;2005;4898
Alveringem;38002;2006;4887
Alveringem;38002;2007;4955
Alveringem;38002;2008;4963
Alveringem;38002;2009;4979
Alveringem;38002;2010;4920
Alveringem;38002;2011;4949
Alveringem;38002;2012;4990
Alveringem;38002;2013;4968
Alveringem;38002;2014;4952
Alveringem;38002;2015;5005
Alveringem;38002;2016;5039
Anderlecht;21001;2000;87812
Anderlecht;21001;2001;88822
Anderlecht;21001;2002;90134
Anderlecht;21001;2003;91759
Anderlecht;21001;2004;92755
Anderlecht;21001;2005;93808
Anderlecht;21001;2006;96011
Anderlecht;21001;2007;97601
Anderlecht;21001;2008;99085
Anderlecht;21001;2009;101371
Anderlecht;21001;2010;104647
Anderlecht;21001;2011;107912
Anderlecht;21001;2012;111279
Anderlecht;21001;2013;113462
Anderlecht;21001;2014;115178
Antwerpen;11002;1997;453030
Antwerpen;11002;1998;449745
Antwerpen;11002;1999;447632
Antwerpen;11002;2000;446525
Antwerpen;11002;2001;445570
Antwerpen;11002;2002;448709
Antwerpen;11002;2003;452474
Antwerpen;11002;2004;455148
Antwerpen;11002;2005;457749
Antwerpen;11002;2006;461496
Antwerpen;11002;2007;466203
Antwerpen;11002;2008;472071
Antwerpen;11002;2009;477936
Antwerpen;11002;2010;483505
Antwerpen;11002;2011;493517
Antwerpen;11002;2012;502604
Antwerpen;11002;2013;507911
Antwerpen;11002;2014;510610
Antwerpen;11002;2015;513570
Antwerpen;11002;2016;517042
Anzegem;34002;1997;13479
Anzegem;34002;1998;13600
Anzegem;34002;1999;13703
Anzegem;34002;2000;13718
Anzegem;34002;2001;13805
Anzegem;34002;2002;13879
Anzegem;34002;2003;13895
Anzegem;34002;2004;13875
Anzegem;34002;2005;13901
Anzegem;34002;2006;13940
Anzegem;34002;2007;14105
Anzegem;34002;2008;14116
Anzegem;34002;2009;14195
Anzegem;34002;2010;14234
Anzegem;34002;2011;14331
Anzegem;34002;2012;14471
Anzegem;34002;2013;14469
Anzegem;34002;2014;14472
Anzegem;34002;2015;14567
Anzegem;34002;2016;14589
Ardooie;37020;1997;9640
Ardooie;37020;1998;9622
Ardooie;37020;1999;9511
Ardooie;37020;2000;9508
Ardooie;37020;2001;9396
Ardooie;37020;2002;9336
Ardooie;37020;2003;9278
Ardooie;37020;2004;9254
Ardooie;37020;2005;9168
Ardooie;37020;2006;9147
Ardooie;37020;2007;9111
Ardooie;37020;2008;9086
Ardooie;37020;2009;9081
Ardooie;37020;2010;9053
Ardooie;37020;2011;9060
Ardooie;37020;2012;9088
Ardooie;37020;2013;9075
Ardooie;37020;2014;9094
Ardooie;37020;2015;9067
Ardooie;37020;2016;9053
Arendonk;13001;1997;11578
Arendonk;13001;1998;11597
Arendonk;13001;1999;11741
Arendonk;13001;2000;11805
Arendonk;13001;2001;11883
Arendonk;13001;2002;11934
Arendonk;13001;2003;12040
Arendonk;13001;2004;12119
Arendonk;13001;2005;12179
Arendonk;13001;2006;12215
Arendonk;13001;2007;12329
Arendonk;13001;2008;12518
Arendonk;13001;2009;12679
Arendonk;13001;2010;12758
Arendonk;13001;2011;12855
Arendonk;13001;2012;12894
Arendonk;13001;2013;12941
Arendonk;13001;2014;12956
Arendonk;13001;2015;13053
Arendonk;13001;2016;13142
As;71002;1997;7054
As;71002;1998;7119
As;71002;1999;7169
As;71002;2000;7213
As;71002;2001;7227
As;71002;2002;7279
As;71002;2003;7270
As;71002;2004;7335
As;71002;2005;7447
As;71002;2006;7497
As;71002;2007;7579
As;71002;2008;7605
As;71002;2009;7685
As;71002;2010;7785
As;71002;2011;7856
As;71002;2012;8004
As;71002;2013;8060
As;71002;2014;8020
As;71002;2015;8119
As;71002;2016;8164
Asse;23002;1997;27442
Asse;23002;1998;27583
Asse;23002;1999;27744
Asse;23002;2000;27931
Asse;23002;2001;28006
Asse;23002;2002;28310
Asse;23002;2003;28539
Asse;23002;2004;28739
Asse;23002;2005;28838
Asse;23002;2006;29191
Asse;23002;2007;29334
Asse;23002;2008;29558
Asse;23002;2009;29850
Asse;23002;2010;30228
Asse;23002;2011;30557
Asse;23002;2012;30875
Asse;23002;2013;31417
Asse;23002;2014;31754
Asse;23002;2015;32069
Asse;23002;2016;32402
Assenede;43002;1997;13545
Assenede;43002;1998;13567
Assenede;43002;1999;13602
Assenede;43002;2000;13597
Assenede;43002;2001;13597
Assenede;43002;2002;13519
Assenede;43002;2003;13513
Assenede;43002;2004;13499
Assenede;43002;2005;13489
Assenede;43002;2006;13552
Assenede;43002;2007;13584
Assenede;43002;2008;13637
Assenede;43002;2009;13752
Assenede;43002;2010;13806
Assenede;43002;2011;13867
Assenede;43002;2012;13942
Assenede;43002;2013;13903
Assenede;43002;2014;13951
Assenede;43002;2015;14052
Assenede;43002;2016;14083
Avelgem;34003;1997;9018
Avelgem;34003;1998;9035
Avelgem;34003;1999;9101
Avelgem;34003;2000;9148
Avelgem;34003;2001;9194
Avelgem;34003;2002;9193
Avelgem;34003;2003;9165
Avelgem;34003;2004;9261
Avelgem;34003;2005;9372
Avelgem;34003;2006;9457
Avelgem;34003;2007;9523
Avelgem;34003;2008;9597
Avelgem;34003;2009;9601
Avelgem;34003;2010;9603
Avelgem;34003;2011;9655
Avelgem;34003;2012;9641
Avelgem;34003;2013;9666
Avelgem;34003;2014;9727
Avelgem;34003;2015;9788
Avelgem;34003;2016;9956
Baarle-Hertog;13002;1997;2096
Baarle-Hertog;13002;1998;2112
Baarle-Hertog;13002;1999;2128
Baarle-Hertog;13002;2000;2120
Baarle-Hertog;13002;2001;2156
Baarle-Hertog;13002;2002;2200
Baarle-Hertog;13002;2003;2235
Baarle-Hertog;13002;2004;2247
Baarle-Hertog;13002;2005;2276
Baarle-Hertog;13002;2006;2306
Baarle-Hertog;13002;2007;2337
Baarle-Hertog;13002;2008;2385
Baarle-Hertog;13002;2009;2431
Baarle-Hertog;13002;2010;2504
Baarle-Hertog;13002;2011;2594
Baarle-Hertog;13002;2012;2592
Baarle-Hertog;13002;2013;2630
Baarle-Hertog;13002;2014;2618
Baarle-Hertog;13002;2015;2680
Baarle-Hertog;13002;2016;2663
Balen;13003;1997;19022
Balen;13003;1998;19129
Balen;13003;1999;19242
Balen;13003;2000;19290
Balen;13003;2001;19410
Balen;13003;2002;19581
Balen;13003;2003;19716
Balen;13003;2004;19871
Balen;13003;2005;20111
Balen;13003;2006;20276
Balen;13003;2007;20379
Balen;13003;2008;20643
Balen;13003;2009;20811
Balen;13003;2010;21022
Balen;13003;2011;21305
Balen;13003;2012;21570
Balen;13003;2013;21772
Balen;13003;2014;21817
Balen;13003;2015;21969
Balen;13003;2016;22168
Beernem;31003;1997;14423
Beernem;31003;1998;14501
Beernem;31003;1999;14504
Beernem;31003;2000;14525
Beernem;31003;2001;14557
Beernem;31003;2002;14551
Beernem;31003;2003;14540
Beernem;31003;2004;14545
Beernem;31003;2005;14550
Beernem;31003;2006;14642
Beernem;31003;2007;14691
Beernem;31003;2008;14806
Beernem;31003;2009;14910
Beernem;31003;2010;15064
Beernem;31003;2011;15214
Beernem;31003;2012;15357
Beernem;31003;2013;15389
Beernem;31003;2014;15428
Beernem;31003;2015;15481
Beernem;31003;2016;15502
Beerse;13004;1997;15224
Beerse;13004;1998;15392
Beerse;13004;1999;15584
Beerse;13004;2000;15698
Beerse;13004;2001;15850
Beerse;13004;2002;16029
Beerse;13004;2003;16091
Beerse;13004;2004;16185
Beerse;13004;2005;16296
Beerse;13004;2006;16482
Beerse;13004;2007;16600
Beerse;13004;2008;16756
Beerse;13004;2009;16931
Beerse;13004;2010;17003
Beerse;13004;2011;17035
Beerse;13004;2012;17167
Beerse;13004;2013;17340
Beerse;13004;2014;17550
Beerse;13004;2015;17600
Beerse;13004;2016;17829
Beersel;23003;1997;22746
Beersel;23003;1998;22753
Beersel;23003;1999;22853
Beersel;23003;2000;22880
Beersel;23003;2001;22919
Beersel;23003;2002;23043
Beersel;23003;2003;23108
Beersel;23003;2004;23214
Beersel;23003;2005;23337
Beersel;23003;2006;23433
Beersel;23003;2007;23578
Beersel;23003;2008;23587
Beersel;23003;2009;23756
Beersel;23003;2010;23903
Beersel;23003;2011;24209
Beersel;23003;2012;24244
Beersel;23003;2013;24322
Beersel;23003;2014;24496
Beersel;23003;2015;24588
Beersel;23003;2016;24745
Begijnendijk;24007;1997;9003
Begijnendijk;24007;1998;9027
Begijnendijk;24007;1999;8985
Begijnendijk;24007;2000;9088
Begijnendijk;24007;2001;9096
Begijnendijk;24007;2002;9122
Begijnendijk;24007;2003;9142
Begijnendijk;24007;2004;9205
Begijnendijk;24007;2005;9304
Begijnendijk;24007;2006;9400
Begijnendijk;24007;2007;9468
Begijnendijk;24007;2008;9647
Begijnendijk;24007;2009;9706
Begijnendijk;24007;2010;9812
Begijnendijk;24007;2011;9848
Begijnendijk;24007;2012;9962
Begijnendijk;24007;2013;9944
Begijnendijk;24007;2014;9979
Begijnendijk;24007;2015;10029
Begijnendijk;24007;2016;10058
Bekkevoort;24008;1997;5565
Bekkevoort;24008;1998;5578
Bekkevoort;24008;1999;5686
Bekkevoort;24008;2000;5726
Bekkevoort;24008;2001;5743
Bekkevoort;24008;2002;5752
Bekkevoort;24008;2003;5740
Bekkevoort;24008;2004;5806
Bekkevoort;24008;2005;5821
Bekkevoort;24008;2006;5826
Bekkevoort;24008;2007;5926
Bekkevoort;24008;2008;5915
Bekkevoort;24008;2009;5943
Bekkevoort;24008;2010;5968
Bekkevoort;24008;2011;6081
Bekkevoort;24008;2012;6079
Bekkevoort;24008;2013;6084
Bekkevoort;24008;2014;6094
Bekkevoort;24008;2015;6080
Bekkevoort;24008;2016;6117
Beringen;71004;1997;38453
Beringen;71004;1998;38666
Beringen;71004;1999;38998
Beringen;71004;2000;39261
Beringen;71004;2001;39565
Beringen;71004;2002;39833
Beringen;71004;2003;40204
Beringen;71004;2004;40396
Beringen;71004;2005;40849
Beringen;71004;2006;41072
Beringen;71004;2007;41531
Beringen;71004;2008;41984
Beringen;71004;2009;42327
Beringen;71004;2010;42758
Beringen;71004;2011;43203
Beringen;71004;2012;43661
Beringen;71004;2013;43975
Beringen;71004;2014;44262
Beringen;71004;2015;44885
Beringen;71004;2016;45242
Berlaar;12002;1997;9887
Berlaar;12002;1998;10041
Berlaar;12002;1999;10060
Berlaar;12002;2000;10150
Berlaar;12002;2001;10169
Berlaar;12002;2002;10242
Berlaar;12002;2003;10286
Berlaar;12002;2004;10345
Berlaar;12002;2005;10438
Berlaar;12002;2006;10612
Berlaar;12002;2007;10668
Berlaar;12002;2008;10730
Berlaar;12002;2009;10817
Berlaar;12002;2010;10889
Berlaar;12002;2011;10891
Berlaar;12002;2012;10960
Berlaar;12002;2013;11013
Berlaar;12002;2014;11034
Berlaar;12002;2015;11174
Berlaar;12002;2016;11203
Berlare;42003;1997;13374
Berlare;42003;1998;13566
Berlare;42003;1999;13714
Berlare;42003;2000;13679
Berlare;42003;2001;13776
Berlare;42003;2002;13808
Berlare;42003;2003;13825
Berlare;42003;2004;13900
Berlare;42003;2005;13984
Berlare;42003;2006;14092
Berlare;42003;2007;14272
Berlare;42003;2008;14452
Berlare;42003;2009;14549
Berlare;42003;2010;14569
Berlare;42003;2011;14584
Berlare;42003;2012;14690
Berlare;42003;2013;14762
Berlare;42003;2014;14790
Berlare;42003;2015;14847
Berlare;42003;2016;14758
Bertem;24009;1997;8811
Bertem;24009;1998;8856
Bertem;24009;1999;8796
Bertem;24009;2000;8843
Bertem;24009;2001;8918
Bertem;24009;2002;8888
Bertem;24009;2003;8998
Bertem;24009;2004;9015
Bertem;24009;2005;9104
Bertem;24009;2006;9215
Bertem;24009;2007;9296
Bertem;24009;2008;9435
Bertem;24009;2009;9524
Bertem;24009;2010;9569
Bertem;24009;2011;9558
Bertem;24009;2012;9638
Bertem;24009;2013;9712
Bertem;24009;2014;9773
Bertem;24009;2015;9725
Bertem;24009;2016;9803
Bever;23009;1997;1912
Bever;23009;1998;1883
Bever;23009;1999;1906
Bever;23009;2000;1980
Bever;23009;2001;1982
Bever;23009;2002;1962
Bever;23009;2003;1952
Bever;23009;2004;1949
Bever;23009;2005;2014
Bever;23009;2006;2023
Bever;23009;2007;2048
Bever;23009;2008;2093
Bever;23009;2009;2094
Bever;23009;2010;2133
Bever;23009;2011;2155
Bever;23009;2012;2171
Bever;23009;2013;2174
Bever;23009;2014;2171
Bever;23009;2015;2185
Bever;23009;2016;2151
Beveren;46003;1997;44533
Beveren;46003;1998;44933
Beveren;46003;1999;45121
Beveren;46003;2000;44977
Beveren;46003;2001;45105
Beveren;46003;2002;45168
Beveren;46003;2003;45178
Beveren;46003;2004;45243
Beveren;46003;2005;45593
Beveren;46003;2006;45705
Beveren;46003;2007;45771
Beveren;46003;2008;45887
Beveren;46003;2009;46084
Beveren;46003;2010;46299
Beveren;46003;2011;46518
Beveren;46003;2012;46752
Beveren;46003;2013;46933
Beveren;46003;2014;47192
Beveren;46003;2015;47423
Beveren;46003;2016;47573
Bierbeek;24011;1997;8770
Bierbeek;24011;1998;8805
Bierbeek;24011;1999;8835
Bierbeek;24011;2000;8822
Bierbeek;24011;2001;8900
Bierbeek;24011;2002;8938
Bierbeek;24011;2003;8958
Bierbeek;24011;2004;9100
Bierbeek;24011;2005;9123
Bierbeek;24011;2006;9147
Bierbeek;24011;2007;9233
Bierbeek;24011;2008;9280
Bierbeek;24011;2009;9367
Bierbeek;24011;2010;9467
Bierbeek;24011;2011;9503
Bierbeek;24011;2012;9609
Bierbeek;24011;2013;9696
Bierbeek;24011;2014;9800
Bierbeek;24011;2015;9881
Bierbeek;24011;2016;9953
Bilzen;73006;1997;28885
Bilzen;73006;1998;29035
Bilzen;73006;1999;29125
Bilzen;73006;2000;29335
Bilzen;73006;2001;29433
Bilzen;73006;2002;29475
Bilzen;73006;2003;29528
Bilzen;73006;2004;29646
Bilzen;73006;2005;29858
Bilzen;73006;2006;30057
Bilzen;73006;2007;30173
Bilzen;73006;2008;30384
Bilzen;73006;2009;30642
Bilzen;73006;2010;30882
Bilzen;73006;2011;31226
Bilzen;73006;2012;31358
Bilzen;73006;2013;31435
Bilzen;73006;2014;31460
Bilzen;73006;2015;31710
Bilzen;73006;2016;31829
Blankenberge;31004;1997;17414
Blankenberge;31004;1998;17397
Blankenberge;31004;1999;17458
Blankenberge;31004;2000;17414
Blankenberge;31004;2001;17538
Blankenberge;31004;2002;17726
Blankenberge;31004;2003;17897
Blankenberge;31004;2004;18088
Blankenberge;31004;2005;18135
Blankenberge;31004;2006;18175
Blankenberge;31004;2007;18329
Blankenberge;31004;2008;18450
Blankenberge;31004;2009;18660
Blankenberge;31004;2010;18907
Blankenberge;31004;2011;19096
Blankenberge;31004;2012;19337
Blankenberge;31004;2013;19682
Blankenberge;31004;2014;19879
Blankenberge;31004;2015;20014
Blankenberge;31004;2016;20013
Bocholt;72003;1997;11589
Bocholt;72003;1998;11690
Bocholt;72003;1999;11721
Bocholt;72003;2000;11887
Bocholt;72003;2001;11925
Bocholt;72003;2002;11981
Bocholt;72003;2003;12104
Bocholt;72003;2004;12186
Bocholt;72003;2005;12232
Bocholt;72003;2006;12355
Bocholt;72003;2007;12509
Bocholt;72003;2008;12561
Bocholt;72003;2009;12625
Bocholt;72003;2010;12636
Bocholt;72003;2011;12693
Bocholt;72003;2012;12729
Bocholt;72003;2013;12830
Bocholt;72003;2014;12850
Bocholt;72003;2015;12869
Bocholt;72003;2016;12917
Boechout;11004;1997;11744
Boechout;11004;1998;11797
Boechout;11004;1999;11908
Boechout;11004;2000;11919
Boechout;11004;2001;11953
Boechout;11004;2002;11886
Boechout;11004;2003;11974
Boechout;11004;2004;11953
Boechout;11004;2005;11992
Boechout;11004;2006;12090
Boechout;11004;2007;12149
Boechout;11004;2008;12335
Boechout;11004;2009;12589
Boechout;11004;2010;12749
Boechout;11004;2011;12728
Boechout;11004;2012;12724
Boechout;11004;2013;12774
Boechout;11004;2014;12804
Boechout;11004;2015;12792
Boechout;11004;2016;12844
Bonheiden;12005;1997;13568
Bonheiden;12005;1998;13858
Bonheiden;12005;1999;13955
Bonheiden;12005;2000;14089
Bonheiden;12005;2001;14237
Bonheiden;12005;2002;14229
Bonheiden;12005;2003;14241
Bonheiden;12005;2004;14314
Bonheiden;12005;2005;14387
Bonheiden;12005;2006;14510
Bonheiden;12005;2007;14499
Bonheiden;12005;2008;14558
Bonheiden;12005;2009;14611
Bonheiden;12005;2010;14669
Bonheiden;12005;2011;14656
Bonheiden;12005;2012;14722
Bonheiden;12005;2013;14828
Bonheiden;12005;2014;14778
Bonheiden;12005;2015;14769
Bonheiden;12005;2016;14704
Boom;11005;1997;14722
Boom;11005;1998;14822
Boom;11005;1999;14875
Boom;11005;2000;15057
Boom;11005;2001;14986
Boom;11005;2002;15089
Boom;11005;2003;15330
Boom;11005;2004;15567
Boom;11005;2005;15729
Boom;11005;2006;16096
Boom;11005;2007;16326
Boom;11005;2008;16434
Boom;11005;2009;16598
Boom;11005;2010;16709
Boom;11005;2011;16989
Boom;11005;2012;17166
Boom;11005;2013;17227
Boom;11005;2014;17231
Boom;11005;2015;17559
Boom;11005;2016;17737
Boortmeerbeek;24014;1997;11450
Boortmeerbeek;24014;1998;11363
Boortmeerbeek;24014;1999;11315
Boortmeerbeek;24014;2000;11397
Boortmeerbeek;24014;2001;11420
Boortmeerbeek;24014;2002;11407
Boortmeerbeek;24014;2003;11463
Boortmeerbeek;24014;2004;11497
Boortmeerbeek;24014;2005;11442
Boortmeerbeek;24014;2006;11546
Boortmeerbeek;24014;2007;11561
Boortmeerbeek;24014;2008;11673
Boortmeerbeek;24014;2009;11714
Boortmeerbeek;24014;2010;11773
Boortmeerbeek;24014;2011;11878
Boortmeerbeek;24014;2012;11967
Boortmeerbeek;24014;2013;11929
Boortmeerbeek;24014;2014;11971
Boortmeerbeek;24014;2015;12057
Boortmeerbeek;24014;2016;12102
Borgloon;73009;1997;10005
Borgloon;73009;1998;10027
Borgloon;73009;1999;10078
Borgloon;73009;2000;10116
Borgloon;73009;2001;10045
Borgloon;73009;2002;10056
Borgloon;73009;2003;10023
Borgloon;73009;2004;10015
Borgloon;73009;2005;10045
Borgloon;73009;2006;10152
Borgloon;73009;2007;10206
Borgloon;73009;2008;10339
Borgloon;73009;2009;10337
Borgloon;73009;2010;10330
Borgloon;73009;2011;10450
Borgloon;73009;2012;10495
Borgloon;73009;2013;10562
Borgloon;73009;2014;10561
Borgloon;73009;2015;10588
Borgloon;73009;2016;10579
Bornem;12007;1997;19725
Bornem;12007;1998;19750
Bornem;12007;1999;19879
Bornem;12007;2000;19939
Bornem;12007;2001;19841
Bornem;12007;2002;19906
Bornem;12007;2003;19939
Bornem;12007;2004;19921
Bornem;12007;2005;19939
Bornem;12007;2006;20064
Bornem;12007;2007;20235
Bornem;12007;2008;20347
Bornem;12007;2009;20475
Bornem;12007;2010;20556
Bornem;12007;2011;20727
Bornem;12007;2012;20866
Bornem;12007;2013;20810
Bornem;12007;2014;20858
Bornem;12007;2015;20940
Bornem;12007;2016;21039
Borsbeek;11007;1997;10250
Borsbeek;11007;1998;10241
Borsbeek;11007;1999;10284
Borsbeek;11007;2000;10373
Borsbeek;11007;2001;10295
Borsbeek;11007;2002;10278
Borsbeek;11007;2003;10298
Borsbeek;11007;2004;10304
Borsbeek;11007;2005;10304
Borsbeek;11007;2006;10257
Borsbeek;11007;2007;10224
Borsbeek;11007;2008;10132
Borsbeek;11007;2009;10136
Borsbeek;11007;2010;10125
Borsbeek;11007;2011;10207
Borsbeek;11007;2012;10233
Borsbeek;11007;2013;10278
Borsbeek;11007;2014;10451
Borsbeek;11007;2015;10465
Borsbeek;11007;2016;10540
Boutersem;24016;1997;7006
Boutersem;24016;1998;7081
Boutersem;24016;1999;7188
Boutersem;24016;2000;7234
Boutersem;24016;2001;7255
Boutersem;24016;2002;7327
Boutersem;24016;2003;7452
Boutersem;24016;2004;7525
Boutersem;24016;2005;7531
Boutersem;24016;2006;7532
Boutersem;24016;2007;7519
Boutersem;24016;2008;7538
Boutersem;24016;2009;7654
Boutersem;24016;2010;7691
Boutersem;24016;2011;7691
Boutersem;24016;2012;7792
Boutersem;24016;2013;7946
Boutersem;24016;2014;7974
Boutersem;24016;2015;8063
Boutersem;24016;2016;8132
Brakel;45059;1997;13646
Brakel;45059;1998;13612
Brakel;45059;1999;13671
Brakel;45059;2000;13709
Brakel;45059;2001;13689
Brakel;45059;2002;13669
Brakel;45059;2003;13627
Brakel;45059;2004;13618
Brakel;45059;2005;13674
Brakel;45059;2006;13726
Brakel;45059;2007;13759
Brakel;45059;2008;13881
Brakel;45059;2009;14001
Brakel;45059;2010;14109
Brakel;45059;2011;14179
Brakel;45059;2012;14330
Brakel;45059;2013;14422
Brakel;45059;2014;14476
Brakel;45059;2015;14640
Brakel;45059;2016;14787
Brasschaat;11008;1997;37065
Brasschaat;11008;1998;37136
Brasschaat;11008;1999;37223
Brasschaat;11008;2000;37138
Brasschaat;11008;2001;37151
Brasschaat;11008;2002;37249
Brasschaat;11008;2003;37183
Brasschaat;11008;2004;37165
Brasschaat;11008;2005;37180
Brasschaat;11008;2006;37282
Brasschaat;11008;2007;37133
Brasschaat;11008;2008;37190
Brasschaat;11008;2009;37014
Brasschaat;11008;2010;36949
Brasschaat;11008;2011;37189
Brasschaat;11008;2012;37301
Brasschaat;11008;2013;37286
Brasschaat;11008;2014;37502
Brasschaat;11008;2015;37480
Brasschaat;11008;2016;37673
Brecht;11009;1997;24085
Brecht;11009;1998;24452
Brecht;11009;1999;24750
Brecht;11009;2000;25091
Brecht;11009;2001;25329
Brecht;11009;2002;25451
Brecht;11009;2003;25607
Brecht;11009;2004;25908
Brecht;11009;2005;26029
Brecht;11009;2006;26464
Brecht;11009;2007;26730
Brecht;11009;2008;27169
Brecht;11009;2009;27406
Brecht;11009;2010;27597
Brecht;11009;2011;27801
Brecht;11009;2012;27906
Brecht;11009;2013;28016
Brecht;11009;2014;28174
Brecht;11009;2015;28248
Brecht;11009;2016;28534
Bredene;35002;1997;13469
Bredene;35002;1998;13656
Bredene;35002;1999;13870
Bredene;35002;2000;14076
Bredene;35002;2001;14294
Bredene;35002;2002;14473
Bredene;35002;2003;14605
Bredene;35002;2004;14803
Bredene;35002;2005;14982
Bredene;35002;2006;15118
Bredene;35002;2007;15343
Bredene;35002;2008;15578
Bredene;35002;2009;15905
Bredene;35002;2010;16202
Bredene;35002;2011;16383
Bredene;35002;2012;16496
Bredene;35002;2013;16754
Bredene;35002;2014;16962
Bredene;35002;2015;17301
Bredene;35002;2016;17360
Bree;72004;1997;13783
Bree;72004;1998;13831
Bree;72004;1999;13945
Bree;72004;2000;14001
Bree;72004;2001;14046
Bree;72004;2002;14150
Bree;72004;2003;14223
Bree;72004;2004;14289
Bree;72004;2005;14421
Bree;72004;2006;14503
Bree;72004;2007;14515
Bree;72004;2008;14774
Bree;72004;2009;15013
Bree;72004;2010;15173
Bree;72004;2011;15238
Bree;72004;2012;15379
Bree;72004;2013;15434
Bree;72004;2014;15547
Bree;72004;2015;15660
Bree;72004;2016;15785
Brugge;31005;1997;115500
Brugge;31005;1998;115573
Brugge;31005;1999;115991
Brugge;31005;2000;116246
Brugge;31005;2001;116559
Brugge;31005;2002;116836
Brugge;31005;2003;116811
Brugge;31005;2004;117025
Brugge;31005;2005;117327
Brugge;31005;2006;117224
Brugge;31005;2007;116982
Brugge;31005;2008;117073
Brugge;31005;2009;116969
Brugge;31005;2010;116741
Brugge;31005;2011;116885
Brugge;31005;2012;117170
Brugge;31005;2013;117577
Brugge;31005;2014;117377
Brugge;31005;2015;117886
Brugge;31005;2016;118053
Brussel;21004;2000;133859
Brussel;21004;2001;134395
Brussel;21004;2002;136730
Brussel;21004;2003;139501
Brussel;21004;2004;141312
Brussel;21004;2005;142853
Brussel;21004;2006;144784
Brussel;21004;2007;145917
Brussel;21004;2008;148873
Brussel;21004;2009;153377
Brussel;21004;2010;157673
Brussel;21004;2011;163210
Brussel;21004;2012;166497
Brussel;21004;2013;168576
Brussel;21004;2014;170407
